1.000000000000000000e+00,4.815223660722780963e+00
1.000000000000000000e+00,-1.806289627418811827e+00
1.000000000000000000e+00,3.437427781262610615e+00
1.000000000000000000e+00,4.550106185315605067e+00
1.000000000000000000e+00,2.787634798359833965e+00
1.000000000000000000e+00,1.849553677234240467e+00
1.000000000000000000e+00,3.355190095372416970e+00
1.000000000000000000e+00,6.632494359219395008e+00
1.000000000000000000e+00,5.168068544364177619e+00
1.000000000000000000e+00,4.541024020956730745e+00
1.000000000000000000e+00,5.205767374498149636e+00
1.000000000000000000e+00,4.240907753967612770e+00
1.000000000000000000e+00,3.173509280386976439e+00
1.000000000000000000e+00,1.819027693385239619e+00
1.000000000000000000e+00,5.369833747779274802e+00
1.000000000000000000e+00,2.692693248344265822e+00
1.000000000000000000e+00,3.038986812313745123e+00
1.000000000000000000e+00,4.480704781238178391e+00
1.000000000000000000e+00,2.690903569155326469e+00
1.000000000000000000e+00,5.540583068603933015e+00
1.000000000000000000e+00,6.035108282870282892e+00
1.000000000000000000e+00,3.567041828923589009e+00
1.000000000000000000e+00,9.597630577935282181e-01
1.000000000000000000e+00,5.226485587347054818e+00
1.000000000000000000e+00,3.388684523936782877e+00
1.000000000000000000e+00,4.167685434681812850e+00
1.000000000000000000e+00,8.779284067760824151e-01
1.000000000000000000e+00,4.057098200856390946e+00
1.000000000000000000e+00,2.335409436412381634e+00
1.000000000000000000e+00,6.644723135732359509e+00
1.000000000000000000e+00,4.971914538650089810e+00
1.000000000000000000e+00,1.844700024073576694e+00
1.000000000000000000e+00,1.682376504111882554e+00
1.000000000000000000e+00,4.947237620170898076e+00
1.000000000000000000e+00,3.407238425383465774e+00
1.000000000000000000e+00,4.446242539513956871e+00
1.000000000000000000e+00,5.372980880984986385e+00
1.000000000000000000e+00,2.601526010826528346e+00
1.000000000000000000e+00,4.798373101984608979e+00
1.000000000000000000e+00,1.907136537870071979e+00
1.000000000000000000e+00,3.957801975870338218e+00
1.000000000000000000e+00,1.699849015220433968e+00
1.000000000000000000e+00,5.446725609116830569e+00
1.000000000000000000e+00,5.070365745621650433e+00
1.000000000000000000e+00,5.616487758241885508e+00
1.000000000000000000e+00,6.499663271165795564e+00
1.000000000000000000e+00,4.313324247064678651e+00
1.000000000000000000e+00,1.381280386783006797e+00
1.000000000000000000e+00,4.109480517495998519e+00
1.000000000000000000e+00,6.532421030548206886e+00
